Order,Family,Genus,Species,MorphoTraitValue,BodyMass_g,MorphoTrait,Original_Unit,DOI
,,,Pyrrhura_lepida,50.7784571632503,75,BillCentroid,mm,10.1002/evl3.267
,,,Pyrrhura_melanura,52.5421208308138,75.3955444279677,BillCentroid,mm,10.1002/evl3.267
,,,Pyrrhura_molinae,51.4770829539086,61.8658240325864,BillCentroid,mm,10.1002/evl3.267
,,,Pyrrhura_picta,47.2099965958907,61.7947593552077,BillCentroid,mm,10.1002/evl3.267
,,,Pyrrhurus_scandens,56.8232381610653,47.6982940267957,BillCentroid,mm,10.1002/evl3.267
,,,Pytilia_afra,30.2497308822391,16.8463645929916,BillCentroid,mm,10.1002/evl3.267
,,,Pytilia_hypogrammica,30.0967988058854,12.7768584145646,BillCentroid,mm,10.1002/evl3.267
,,,Pytilia_lineata,32.4603594004777,15,BillCentroid,mm,10.1002/evl3.267
,,,Pytilia_melba,31.8198547366212,13.9007542582234,BillCentroid,mm,10.1002/evl3.267
,,,Pytilia_phoenicoptera,28.7443938932262,11.91432638312,BillCentroid,mm,10.1002/evl3.267
,,,Quelea_cardinalis,29.9240585711758,12.5057773655293,BillCentroid,mm,10.1002/evl3.267
,,,Quelea_erythrops,35.9879832181113,19.0100313367184,BillCentroid,mm,10.1002/evl3.267
,,,Quelea_quelea,38.265206381919,18.2070108305363,BillCentroid,mm,10.1002/evl3.267
,,,Querula_purpurata,87.2655427956385,114.526014188344,BillCentroid,mm,10.1002/evl3.267
,,,Quiscalus_lugubris,71.656752979394,72.5,BillCentroid,mm,10.1002/evl3.267
,,,Quiscalus_mexicanus,115.2229097391,196.784135238614,BillCentroid,mm,10.1002/evl3.267
,,,Quiscalus_nicaraguensis,78.6768083107576,82.8886710575646,BillCentroid,mm,10.1002/evl3.267
,,,Quiscalus_niger,86.461239800887,85.2625000000002,BillCentroid,mm,10.1002/evl3.267
,,,Quiscalus_quiscula,87.587285624655,116.605182771694,BillCentroid,mm,10.1002/evl3.267
,,,Rallina_eurizonoides,70.9656684734738,118.000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Rallina_forbesi,65.3991591984084,105.75,BillCentroid,mm,10.1002/evl3.267
,,,Rallus_caerulescens,131.140618075393,175.5,BillCentroid,mm,10.1002/evl3.267
,,,Rallus_elegans,154.033636703543,327.429006884682,BillCentroid,mm,10.1002/evl3.267
,,,Rallus_limicola,94.6928663580412,84.8546086155412,BillCentroid,mm,10.1002/evl3.267
,,,Rallus_longirostris,131.239452652338,325.077620142273,BillCentroid,mm,10.1002/evl3.267
,,,Rallus_semiplumbeus,113.449369580872,89.1999999999997,BillCentroid,mm,10.1002/evl3.267
,,,Ramphastos_sulfuratus,446.909966849696,415.978533453197,BillCentroid,mm,10.1002/evl3.267
,,,Ramphastos_swainsonii,414.633933359421,746,BillCentroid,mm,10.1002/evl3.267
,,,Ramphastos_tucanus,506.423856293604,609.60612506454,BillCentroid,mm,10.1002/evl3.267
,,,Ramphocaenus_melanurus,62.6976661900743,8.96909566307098,BillCentroid,mm,10.1002/evl3.267
,,,Ramphocelus_carbo,45.9737563266863,27.0911076971924,BillCentroid,mm,10.1002/evl3.267
,,,Ramphocelus_costaricensis,48.3340289241589,31.9,BillCentroid,mm,10.1002/evl3.267
,,,Ramphocelus_dimidiatus,44.9713022051237,29.5636850730334,BillCentroid,mm,10.1002/evl3.267
,,,Ramphocelus_flammigerus,46.8462449685336,33.4749033136552,BillCentroid,mm,10.1002/evl3.267
,,,Ramphocelus_icteronotus,51.0948093404795,32.8000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Ramphocelus_melanogaster,43.1422100545264,25,BillCentroid,mm,10.1002/evl3.267
,,,Ramphocelus_nigrogularis,46.0442946259128,33,BillCentroid,mm,10.1002/evl3.267
,,,Ramphocelus_passerinii,47.5780640838774,30.8275377361746,BillCentroid,mm,10.1002/evl3.267
,,,Ramphomicron_microrhynchum,20.8078645750505,3.8,BillCentroid,mm,10.1002/evl3.267
,,,Ramphotrigon_ruficauda,44.8849079760863,17.6999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Ramsayornis_fasciatus,45.0816154944992,13.2000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Ramsayornis_modestus,39.2467123313592,12.6,BillCentroid,mm,10.1002/evl3.267
,,,Recurvirostra_americana,236.814589446637,347.97073556277,BillCentroid,mm,10.1002/evl3.267
,,,Recurvirostra_avosetta,224.469400126953,309.5,BillCentroid,mm,10.1002/evl3.267
,,,Recurvirostra_novaehollandiae,236.153029431626,316.950000000002,BillCentroid,mm,10.1002/evl3.267
,,,Regulus_calendula,25.3446367012907,6.34649184096811,BillCentroid,mm,10.1002/evl3.267
,,,Regulus_ignicapilla,23.4742872042915,5.71603604922368,BillCentroid,mm,10.1002/evl3.267
,,,Regulus_regulus,21.9731631922706,5.75088708829487,BillCentroid,mm,10.1002/evl3.267
,,,Regulus_satrapa,20.5283352508153,5.91413080289496,BillCentroid,mm,10.1002/evl3.267
,,,Reinwardtipicus_validus,122.547724645048,156.843871413582,BillCentroid,mm,10.1002/evl3.267
,,,Remiz_consobrinus,21.9719089619161,9.6,BillCentroid,mm,10.1002/evl3.267
,,,Remiz_coronatus,21.9463618989947,9.6,BillCentroid,mm,10.1002/evl3.267
,,,Remiz_macronyx,19.740143218127,9.6,BillCentroid,mm,10.1002/evl3.267
,,,Remiz_pendulinus,22.4959202336981,9.6,BillCentroid,mm,10.1002/evl3.267
,,,Rhamphocoris_clotbey,52.770886445344,53.5,BillCentroid,mm,10.1002/evl3.267
,,,Rhamphomantis_megarhynchus,62.6584138703509,31.5000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Rhaphidura_sabini,24.4513110057426,19.9000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Rhea_americana,245.885759134694,23750.0000000003,BillCentroid,mm,10.1002/evl3.267
,,,Rhinocrypta_lanceolata,36.3239480087745,64.6000000000003,BillCentroid,mm,10.1002/evl3.267
,,,Rhinomyias_gularis,51.9008470863494,21.3926658347863,BillCentroid,mm,10.1002/evl3.267
,,,Rhinomyias_olivaceus,43.2243709238594,15.2994894243627,BillCentroid,mm,10.1002/evl3.267
,,,Rhinomyias_umbratilis,48.0462944641796,19.1627104573962,BillCentroid,mm,10.1002/evl3.267
,,,Rhinoplax_vigil,484.726668030998,3060.00000000001,BillCentroid,mm,10.1002/evl3.267
,,,Rhinopomastus_aterrimus,88.6957022354099,28.9000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Rhinopomastus_cyanomelas,92.4983267571169,34.8731504570758,BillCentroid,mm,10.1002/evl3.267
,,,Rhinopomastus_minor,87.6599803947552,30.5506498764499,BillCentroid,mm,10.1002/evl3.267
,,,Rhinoptilus_africanus,42.6477957332049,71.6444623708224,BillCentroid,mm,10.1002/evl3.267
,,,Rhinoptilus_chalcopterus,66.7101153651387,150.999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Rhinoptilus_cinctus,58.7740655601353,126.177420774335,BillCentroid,mm,10.1002/evl3.267
,,,Rhipidura_albicollis,28.6396779467831,11.980598940111,BillCentroid,mm,10.1002/evl3.267
,,,Rhipidura_leucophrys,48.1590661931772,28.1832818747947,BillCentroid,mm,10.1002/evl3.267
,,,Rhipidura_perlata,40.6871476944692,13.7748308301978,BillCentroid,mm,10.1002/evl3.267
,,,Rhipidura_rufifrons,30.5394517874434,10.0875,BillCentroid,mm,10.1002/evl3.267
,,,Rhizothera_longirostris,105.734275217128,800.000000000002,BillCentroid,mm,10.1002/evl3.267
,,,Rhodopechys_obsoletus,32.5550237977894,23.9000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Rhodopechys_sanguineus,33.7092806144014,37.5000000000002,BillCentroid,mm,10.1002/evl3.267
,,,Rhodophoneus_cruentus,62.6380775968744,53.5821097127134,BillCentroid,mm,10.1002/evl3.267
,,,Rhodopis_vesper,87.8185605511489,4.36673470703735,BillCentroid,mm,10.1002/evl3.267
,,,Rhodostethia_rosea,62.5573253128749,188.785592670629,BillCentroid,mm,10.1002/evl3.267
,,,Rhopophilus_pekinensis,36.9900733742042,18.5,BillCentroid,mm,10.1002/evl3.267
,,,Rhyacornis_fuliginosa,31.0362564648783,22.0000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Rhynchopsitta_pachyrhyncha,116.241263232,333.292699269043,BillCentroid,mm,10.1002/evl3.267
,,,Rhynchortyx_cinctus,47.5592733709131,158.400000000001,BillCentroid,mm,10.1002/evl3.267
,,,Rhytipterna_holerythra,61.1585332249923,38.2995400995026,BillCentroid,mm,10.1002/evl3.267
,,,Rhytipterna_simplex,50.924279722204,33.9999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Rimator_pasquieri,61.6288535700112,19.5,BillCentroid,mm,10.1002/evl3.267
,,,Riparia_cincta,42.49343256349,23.5289442885704,BillCentroid,mm,10.1002/evl3.267
,,,Riparia_paludicola,26.8585810216862,11.2,BillCentroid,mm,10.1002/evl3.267
,,,Riparia_riparia,23.4772815322094,11.8290749861584,BillCentroid,mm,10.1002/evl3.267
,,,Rissa_brevirostris,86.3621035071566,402.755935749303,BillCentroid,mm,10.1002/evl3.267
,,,Rissa_tridactyla,120.681403320703,407.759141883285,BillCentroid,mm,10.1002/evl3.267
,,,Rollandia_rolland,86.138268842533,257.137883453584,BillCentroid,mm,10.1002/evl3.267
,,,Rollulus_rouloul,62.0926412786235,230.495119254184,BillCentroid,mm,10.1002/evl3.267
,,,Roraimia_adusta,45.1370549563722,15.3999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Rostratula_australis,111.40240809923,133,BillCentroid,mm,10.1002/evl3.267
,,,Rostratula_benghalensis,127.995860178992,123.197814636533,BillCentroid,mm,10.1002/evl3.267
,,,Rostrhamus_sociabilis,109.088170860849,321.496883318164,BillCentroid,mm,10.1002/evl3.267
,,,Rougetius_rougetii,87.5611463758872,220,BillCentroid,mm,10.1002/evl3.267
,,,Ruwenzorornis_johnstoni,87.136049579715,237,BillCentroid,mm,10.1002/evl3.267
,,,Sagittarius_serpentarius,198.854333175305,3808.99999999998,BillCentroid,mm,10.1002/evl3.267
,,,Sakesphorus_bernardi,54.385960778506,35.7130427901995,BillCentroid,mm,10.1002/evl3.267
,,,Sakesphorus_canadensis,56.399405804954,24.9,BillCentroid,mm,10.1002/evl3.267
,,,Salpinctes_obsoletus,49.1187247350398,17.0283647104346,BillCentroid,mm,10.1002/evl3.267
,,,Salpornis_spilonotus,60.3661271402445,17.0000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Saltator_albicollis,61.4792308536314,39.9624745741184,BillCentroid,mm,10.1002/evl3.267
,,,Saltator_atriceps,67.5507195983094,79.7076513888574,BillCentroid,mm,10.1002/evl3.267
,,,Saltator_atricollis,58.3691946605005,53.8000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Saltator_aurantiirostris,54.8688021235402,42.2943315381114,BillCentroid,mm,10.1002/evl3.267
,,,Saltator_coerulescens,53.7239292726762,56.4450500319405,BillCentroid,mm,10.1002/evl3.267
,,,Saltator_grossus,55.0779736751829,49.0000000000002,BillCentroid,mm,10.1002/evl3.267
,,,Saltator_maximus,50.8680049451501,42.174636927898,BillCentroid,mm,10.1002/evl3.267
,,,Saltator_nigriceps,65.4314862824289,38.975,BillCentroid,mm,10.1002/evl3.267
,,,Saltator_similis,50.1248991974656,38.0000000000002,BillCentroid,mm,10.1002/evl3.267
,,,Saltator_striatipectus,55.5732818190255,45.4999999999998,BillCentroid,mm,10.1002/evl3.267
,,,Sappho_sparganura,46.9152421678779,4.8621579076706,BillCentroid,mm,10.1002/evl3.267
,,,Sarcoramphus_papa,149.02759157382,3420,BillCentroid,mm,10.1002/evl3.267
,,,Sarkidiornis_melanotos,196.495389585061,1892.9694083653,BillCentroid,mm,10.1002/evl3.267
,,,Saroglossa_aurata,48.5953185102606,40.4999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Saroglossa_spiloptera,56.1055307791078,47.5000000000002,BillCentroid,mm,10.1002/evl3.267
,,,Sarothrura_affinis,36.4915224041018,27.8,BillCentroid,mm,10.1002/evl3.267
,,,Sarothrura_ayresi,32.4802264959085,31.8,BillCentroid,mm,10.1002/evl3.267
,,,Sarothrura_boehmi,35.5555101421882,37.5250000000002,BillCentroid,mm,10.1002/evl3.267
,,,Sarothrura_elegans,45.5720436176602,46.4,BillCentroid,mm,10.1002/evl3.267
,,,Sarothrura_pulchra,43.5629502804395,43.6944024563648,BillCentroid,mm,10.1002/evl3.267
,,,Sarothrura_rufa,39.2545864298366,38.2499999999998,BillCentroid,mm,10.1002/evl3.267
,,,Sarothrura_watersi,38.2549456640434,26.5000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Saxicola_caprata,35.2438493713807,13.5918901666221,BillCentroid,mm,10.1002/evl3.267
,,,Saxicola_ferreus,39.2450796226398,13.6473440639563,BillCentroid,mm,10.1002/evl3.267
,,,Saxicola_rubetra,38.0475952516657,15.4254564364444,BillCentroid,mm,10.1002/evl3.267
,,,Saxicola_torquatus,41.1077025619935,14.4647413521023,BillCentroid,mm,10.1002/evl3.267
,,,Saxicoloides_fulicatus,39.9692033925454,19.8064666154753,BillCentroid,mm,10.1002/evl3.267
,,,Sayornis_nigricans,45.6517600980572,19.1808195910817,BillCentroid,mm,10.1002/evl3.267
,,,Sayornis_phoebe,35.534531166189,19.339087199636,BillCentroid,mm,10.1002/evl3.267
,,,Sayornis_saya,44.7136337738854,21.5805954656232,BillCentroid,mm,10.1002/evl3.267
,,,Scelorchilus_albicollis,54.9623906916908,51.3047294776948,BillCentroid,mm,10.1002/evl3.267
,,,Scelorchilus_rubecula,37.0563542098632,42.5,BillCentroid,mm,10.1002/evl3.267
,,,Scenopoeetes_dentirostris,71.4500228518667,161.75,BillCentroid,mm,10.1002/evl3.267
,,,Schiffornis_turdina,43.8275928404836,30.953145998614,BillCentroid,mm,10.1002/evl3.267
,,,Schistes_geoffroyi,35.7640175270469,4,BillCentroid,mm,10.1002/evl3.267
,,,Schoenicola_brevirostris,34.1816162239072,15.7,BillCentroid,mm,10.1002/evl3.267
,,,Schoenicola_platyurus,41.8126385746386,15.7,BillCentroid,mm,10.1002/evl3.267
,,,Schoeniophylax_phryganophilus,34.5921932750902,17.9237959227206,BillCentroid,mm,10.1002/evl3.267
,,,Sclateria_naevia,60.8101297484872,24.7821823979557,BillCentroid,mm,10.1002/evl3.267
,,,Sclerurus_caudacutus,68.6882862288594,34.4963766213208,BillCentroid,mm,10.1002/evl3.267
,,,Sclerurus_guatemalensis,60.1044556822139,33.0650233088584,BillCentroid,mm,10.1002/evl3.267
,,,Sclerurus_mexicanus,57.8000461938847,25.511627265302,BillCentroid,mm,10.1002/evl3.267
,,,Sclerurus_scansor,62.1210320972756,36.9999999999998,BillCentroid,mm,10.1002/evl3.267
,,,Scolopax_minor,164.814751060421,140.083919358396,BillCentroid,mm,10.1002/evl3.267
,,,Scolopax_mira,196.087002787524,306,BillCentroid,mm,10.1002/evl3.267
,,,Scolopax_rusticola,181.418645176502,289.272893447879,BillCentroid,mm,10.1002/evl3.267
,,,Scopus_umbretta,212.382155452704,410.999999999998,BillCentroid,mm,10.1002/evl3.267
,,,Scotopelia_peli,166.22369620704,1725,BillCentroid,mm,10.1002/evl3.267
,,,Scytalopus_canus,26.3696047732287,18.25,BillCentroid,mm,10.1002/evl3.267
,,,Scytalopus_griseicollis,27.6611204375851,18.8875,BillCentroid,mm,10.1002/evl3.267
,,,Scytalopus_latrans,41.9623065728139,18.4500000000001,BillCentroid,mm,10.1002/evl3.267
,,,Scytalopus_magellanicus,33.5967097399191,12.7000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Scytalopus_simonsi,30.6721981995538,17.725,BillCentroid,mm,10.1002/evl3.267
,,,Scythrops_novaehollandiae,264.384359017176,708.199999999998,BillCentroid,mm,10.1002/evl3.267
,,,Seicercus_montis,29.1084643586376,6.51626546682861,BillCentroid,mm,10.1002/evl3.267
,,,Seiurus_aurocapilla,40.2615822499,19.6505961773186,BillCentroid,mm,10.1002/evl3.267
,,,Seiurus_motacilla,41.9734979820369,19.7969433109808,BillCentroid,mm,10.1002/evl3.267
,,,Seiurus_noveboracensis,37.0974889525474,17.0871399673385,BillCentroid,mm,10.1002/evl3.267
,,,Selasphorus_flammula,32.2626115852621,2.50397472901713,BillCentroid,mm,10.1002/evl3.267
,,,Selasphorus_platycercus,46.9775195164071,3.44766443731256,BillCentroid,mm,10.1002/evl3.267
,,,Selasphorus_rufus,42.2604120791909,3.12567361167092,BillCentroid,mm,10.1002/evl3.267
,,,Selasphorus_sasin,42.3190139891563,2.80495110534495,BillCentroid,mm,10.1002/evl3.267
,,,Selasphorus_scintilla,28.9055177845231,2.08346889006448,BillCentroid,mm,10.1002/evl3.267
,,,Selenidera_gouldii,174.768348610294,187.749999999999,BillCentroid,mm,10.1002/evl3.267
,,,Selenidera_nattereri,189.418798114512,164.25,BillCentroid,mm,10.1002/evl3.267
,,,Selenidera_piperivora,203.26803614759,144.218593311777,BillCentroid,mm,10.1002/evl3.267
,,,Selenidera_reinwardtii,183.295788915803,176,BillCentroid,mm,10.1002/evl3.267
,,,Selenidera_spectabilis,280.355888438618,234.200000000001,BillCentroid,mm,10.1002/evl3.267
,,,Seleucidis_melanoleucus,146.668230234936,187.500000000001,BillCentroid,mm,10.1002/evl3.267
,,,Semioptera_wallacii,111.307831626404,163,BillCentroid,mm,10.1002/evl3.267
,,,Sephanoides_fernandensis,55.1689059322182,10.9,BillCentroid,mm,10.1002/evl3.267
,,,Sephanoides_sephaniodes,43.8451048301395,5.90946155415079,BillCentroid,mm,10.1002/evl3.267
,,,Sericornis_beccarii,40.5196284730456,13.25,BillCentroid,mm,10.1002/evl3.267
,,,Sericornis_frontalis,34.2096866995737,12.9795381013768,BillCentroid,mm,10.1002/evl3.267
,,,Sericornis_magnirostra,37.6638062338977,9.85000000000002,BillCentroid,mm,10.1002/evl3.267
,,,Sericulus_chrysocephalus,71.5355846565666,90.9972426005049,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_buchanani,45.2337429050943,23.4999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_burtoni,46.9944926200182,33.3999999999998,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_canaria,26.8998334828293,17.5221937616986,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_canicollis,23.679163994779,14.4823407690845,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_citrinelloides,28.4908752177264,13,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_donaldsoni,42.3948044208768,23.4999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_dorsostriatus,31.0782093844434,17.5,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_flaviventris,30.22060406286,17.5,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_frontalis,31.0684253801083,12.95,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_gularis,34.0065034291443,15.2,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_hypostictus,26.0816215277986,13.05,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_koliensis,29.463682109117,13.3,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_leucopygius,25.0312436460274,10.8,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_mennelli,30.6184510279304,14.975,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_mozambicus,27.2427083888695,12.0735247546025,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_pusillus,19.6108225003191,11.55,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_reichardi,27.0474170586192,15.8,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_rufobrunneus,40.4093337388787,30.2999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_scotops,28.6606128072119,15.3,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_serinus,21.2723779932241,14.3172465394562,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_striolatus,31.4506066710353,20.2113829314078,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_sulphuratus,32.6336870209428,18.2,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_symonsi,30.2984180299382,13.5,BillCentroid,mm,10.1002/evl3.267
,,,Serinus_syriacus,21.1533471306003,12,BillCentroid,mm,10.1002/evl3.267
,,,Serpophaga_cinerea,26.2070473342736,9.58123165360277,BillCentroid,mm,10.1002/evl3.267
,,,Serpophaga_munda,28.851024584684,6.20000000000003,BillCentroid,mm,10.1002/evl3.267
,,,Serpophaga_subcristata,30.4647951719865,6.49999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Setophaga_ruticilla,28.217862678595,8.19229798364201,BillCentroid,mm,10.1002/evl3.267
,,,Sheppardia_aequatorialis,37.1234400083424,15.0613118388916,BillCentroid,mm,10.1002/evl3.267
,,,Sheppardia_bocagei,37.8307614867815,18.2345825288104,BillCentroid,mm,10.1002/evl3.267
,,,Sheppardia_cyornithopsis,43.3433595658835,19.6,BillCentroid,mm,10.1002/evl3.267
,,,Sheppardia_gunningi,40.6821501597658,16.9539656012415,BillCentroid,mm,10.1002/evl3.267
,,,Sheppardia_lowei,40.3385665798958,19.3,BillCentroid,mm,10.1002/evl3.267
,,,Sheppardia_montana,42.8928208986737,24.2,BillCentroid,mm,10.1002/evl3.267
,,,Sialia_currucoides,40.2174007826773,28.4295893093159,BillCentroid,mm,10.1002/evl3.267
,,,Sialia_mexicana,37.9332531564102,25.1592105292098,BillCentroid,mm,10.1002/evl3.267
,,,Sialia_sialis,36.9565347929141,27.6269876995752,BillCentroid,mm,10.1002/evl3.267
,,,Sicalis_citrina,23.3774538408828,11.7,BillCentroid,mm,10.1002/evl3.267
,,,Sicalis_flaveola,30.0703586797899,17.5774801538144,BillCentroid,mm,10.1002/evl3.267
,,,Sicalis_luteola,26.076807031775,13.3,BillCentroid,mm,10.1002/evl3.267
,,,Sigelus_silens,43.8713126456797,25.6000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Sirystes_sibilator,55.5364523850498,32.9000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_canadensis,37.4499261332832,10.1919046479113,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_carolinensis,51.0944623531353,19.2100904510912,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_cashmirensis,50.4109783178583,19.1499999999999,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_castanea,44.0781511580152,19.1499999999999,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_europaea,48.8469945219709,21.8943130834897,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_frontalis,34.3517509458646,14.7478812037526,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_krueperi,42.6948938418247,13.1979855597442,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_leucopsis,51.2324925582157,14.7,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_nagaensis,43.9179772421647,23.8,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_neumayer,58.2337618712247,31.5000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_pusilla,39.6336483394836,10.1,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_pygmaea,36.8452485423136,10.5835659135237,BillCentroid,mm,10.1002/evl3.267
,,,Sitta_tephronota,63.8368227012291,36.2000000000002,BillCentroid,mm,10.1002/evl3.267
,,,Sittasomus_griseicapillus,41.4870992743648,13.272214534183,BillCentroid,mm,10.1002/evl3.267
,,,Smicrornis_brevirostris,19.1898088590573,5.99999999999997,BillCentroid,mm,10.1002/evl3.267
,,,Smithornis_capensis,45.3475129298231,24.6635786810665,BillCentroid,mm,10.1002/evl3.267
,,,Smithornis_rufolateralis,47.9832897105496,19.9904619290593,BillCentroid,mm,10.1002/evl3.267
,,,Snowornis_cryptolophus,60.3220618671544,78.9748855468658,BillCentroid,mm,10.1002/evl3.267
,,,Snowornis_subalaris,63.0313588723702,74.6849382405848,BillCentroid,mm,10.1002/evl3.267
,,,Somateria_fischeri,146.605167498074,1463.83235083345,BillCentroid,mm,10.1002/evl3.267
,,,Somateria_mollissima,164.565040119992,2044.35982795697,BillCentroid,mm,10.1002/evl3.267
,,,Speculanas_specularis,176.956722585567,1460.50000000001,BillCentroid,mm,10.1002/evl3.267
,,,Speculipastor_bicolor,52.7472199795053,67.4999999999997,BillCentroid,mm,10.1002/evl3.267
,,,Spermophaga_haematina,46.2320592192648,23.4787137637478,BillCentroid,mm,10.1002/evl3.267
,,,Spermophaga_poliogenys,42.4659199214585,23,BillCentroid,mm,10.1002/evl3.267
,,,Spermophaga_ruficapilla,45.6268751625141,23.0835536051673,BillCentroid,mm,10.1002/evl3.267
,,,Spheniscus_demersus,174.589955492304,3500.6675443977,BillCentroid,mm,10.1002/evl3.267
,,,Sphenoeacus_afer,43.4019742286847,30.2999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Sphyrapicus_nuchalis,59.1324317717356,49.2294329527045,BillCentroid,mm,10.1002/evl3.267
,,,Sphyrapicus_ruber,70.1283294369381,49.5593150384102,BillCentroid,mm,10.1002/evl3.267
,,,Sphyrapicus_thyroideus,63.5976239949761,47.786840399515,BillCentroid,mm,10.1002/evl3.267
,,,Sphyrapicus_varius,60.0919921553092,46.7384452303906,BillCentroid,mm,10.1002/evl3.267
,,,Spiloptila_rufifrons,32.1470311286722,6.99999999999998,BillCentroid,mm,10.1002/evl3.267
,,,Spilornis_cheela,141.864051849517,588.379735274672,BillCentroid,mm,10.1002/evl3.267
,,,Spilornis_holospilus,128.607702625377,419.999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Spilornis_kinabaluensis,108.043739093067,419.999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Spilornis_klossi,117.297786449332,419.999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Spilornis_rufipectus,105.858402631657,419.999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Spindalis_nigricephala,42.7382474352931,47.2,BillCentroid,mm,10.1002/evl3.267
,,,Spindalis_portoricensis,40.2351745147623,30.2750000000001,BillCentroid,mm,10.1002/evl3.267
,,,Spindalis_zena,35.3533812988795,30.0000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Spiza_americana,42.9589665057716,31.0434670874038,BillCentroid,mm,10.1002/evl3.267
,,,Spizaetus_melanoleucus,131.137540674456,806.380803342938,BillCentroid,mm,10.1002/evl3.267
,,,Spizaetus_ornatus,128.005364489142,1017,BillCentroid,mm,10.1002/evl3.267
,,,Spizaetus_tyrannus,128.781720112252,870.363994780088,BillCentroid,mm,10.1002/evl3.267
,,,Spizella_arborea,30.7083819061081,18.3608097600035,BillCentroid,mm,10.1002/evl3.267
,,,Spizella_atrogularis,25.3463438839911,11.2,BillCentroid,mm,10.1002/evl3.267
,,,Spizella_breweri,23.7958269258629,10.7294008235387,BillCentroid,mm,10.1002/evl3.267
,,,Spizella_pallida,26.523322626092,10.7728669761001,BillCentroid,mm,10.1002/evl3.267
,,,Spizella_passerina,33.0759629601462,12.2608282030746,BillCentroid,mm,10.1002/evl3.267
,,,Spizella_pusilla,25.0238525198595,12.8642601863168,BillCentroid,mm,10.1002/evl3.267
,,,Spizella_wortheni,21.7933362562108,13.1000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Spiziapteryx_circumcincta,54.4576572940152,144,BillCentroid,mm,10.1002/evl3.267
,,,Spizixos_canifrons,43.513849125748,44,BillCentroid,mm,10.1002/evl3.267
,,,Spizocorys_conirostris,30.2788055950149,14,BillCentroid,mm,10.1002/evl3.267
,,,Spizocorys_fringillaris,33.2554956236108,17.9,BillCentroid,mm,10.1002/evl3.267
